,count,mean,std,min,25%,50%,75%,max
historical_var_return_500,981.0,0.04888432785672414,0.004301236074376916,0.03945229648018707,0.04577598985713761,0.04867630831773842,0.05229228447681984,0.05966230898115809
historical_var_dollar_500,981.0,781528.2083145236,239649.16230964882,350405.76376135467,581918.6947382968,790844.2365938006,954273.406987078,1331422.6596049143
