date,previous_date,portfolio_value,base_var_return,base_var_dollar,marginal_var_GME,marginal_var_dollar_GME,var_change_1pct_GME,var_change_1pct_dollar_GME,marginal_var_DKS,marginal_var_dollar_DKS,var_change_1pct_DKS,var_change_1pct_dollar_DKS
2022-09-01,2022-08-31,10000000.0,0.04886590592414925,488659.05924149253,0.009623492623365981,96234.92623365982,9.623492623365981e-05,962.3492623365981,-0.029135093833497494,-291350.9383349749,-0.00029135093833497494,-2913.5093833497494
2022-09-02,2022-09-01,9910863.084908051,0.048895873778024596,484600.3104309475,0.009611358960572025,95256.8627181335,9.611358960572025e-05,952.568627181335,-0.04734521028568542,-469231.8968676086,-0.0004734521028568542,-4692.318968676086
2022-09-06,2022-09-02,9765568.814044613,0.04851245541443253,473751.72168791207,0.020486072090455942,200058.14672882628,0.00020486072090455942,2000.581467288263,-0.052159033872603566,-509362.634556994,-0.0005215903387260357,-5093.62634556994
2022-09-07,2022-09-06,9545855.815239774,0.04841863608378643,462197.31882639107,0.021632059992240937,206496.5256725488,0.00021632059992240937,2064.965256725488,-0.050063409797367064,-477898.09154492826,-0.0005006340979736706,-4778.980915449282
2022-09-08,2022-09-07,9866089.355528995,0.048332531665598095,476853.0761917255,0.0197323236026406,194680.86785586597,0.000197323236026406,1946.8086785586597,-0.050076045651017975,-494054.7409644925,-0.0005007604565101798,-4940.547409644925
2022-09-09,2022-09-08,10073299.088432483,0.04796122001975075,483127.713905065,0.06525874595727371,657370.8661636523,0.0006525874595727371,6573.708661636523,-0.014211562254162063,-143157.3171000522,-0.00014211562254162063,-1431.573171000522
2022-09-12,2022-09-09,10561095.858705463,0.04875980572457242,514956.9823090647,0.04379608065557539,462534.6060391276,0.00043796080655575387,4625.346060391276,-0.04607244704808236,-486575.5297199293,-0.0004607244704808236,-4865.755297199294
2022-09-13,2022-09-12,10936069.526943505,0.049327597995889046,539450.0412801617,0.08278329598308404,905323.88054055,0.0008278329598308404,9053.238805405499,-0.04657482880115402,-509345.56597491115,-0.00046574828801154017,-5093.455659749111
2022-09-14,2022-09-13,10219278.640886892,0.04922545743461717,503048.66574947006,0.07864969072100825,803743.1044975595,0.0007864969072100825,8037.431044975596,-0.05212463454166705,-532676.1644356932,-0.0005212463454166705,-5326.761644356931
2022-09-15,2022-09-14,10285957.397098104,0.04911030661377444,505146.52158770914,0.04182831469838749,430244.26298002613,0.0004182831469838749,4302.442629800262,-0.05199844675315424,-534853.8080182187,-0.0005199844675315424,-5348.538080182187
2022-09-16,2022-09-15,10403226.93156138,0.04962585569575531,516269.0384758604,0.0218700103423293,227518.68058684608,0.000218700103423293,2275.186805868461,-0.044750511931846565,-465549.7309305451,-0.00044750511931846565,-4655.4973093054505
2022-09-19,2022-09-16,10069695.93734168,0.048775853391598845,491158.0127377563,0.029757371964993923,299647.68758186453,0.00029757371964993923,2996.476875818645,-0.03683501373160647,-370917.3881250827,-0.0003683501373160647,-3709.173881250827
2022-09-20,2022-09-19,10272395.238878025,0.04855955377110033,498822.9289602924,0.05447621734235367,559601.2356596782,0.0005447621734235367,5596.012356596783,-0.034585405130616725,-355274.95099841483,-0.00034585405130616725,-3552.7495099841485
2022-09-21,2022-09-20,9802091.920171957,0.04818215401117154,472285.9025293854,0.06719872130103166,658688.0431107297,0.0006719872130103166,6586.880431107296,-0.020305274272448826,-199034.16488284615,-0.00020305274272448826,-1990.3416488284615
2022-09-22,2022-09-21,9612777.29183756,0.0480643922505633,462032.29837218806,0.10142080472389445,974935.608569744,0.0010142080472389445,9749.35608569744,-0.01836512297404766,-176539.83708672962,-0.0001836512297404766,-1765.398370867296
2022-09-23,2022-09-22,9088915.013723046,0.04831246896803683,439107.92455361865,0.009467736322958664,86051.45081171002,9.467736322958664e-05,860.5145081171003,-0.028600934115847326,-259951.45949202843,-0.00028600934115847326,-2599.5145949202843
2022-09-26,2022-09-23,8902873.753148405,0.04844422213313557,431292.79372078367,0.00935645246688474,83299.31509000881,9.35645246688474e-05,832.993150900088,-0.028752875128268407,-255983.21730701436,-0.00028752875128268407,-2559.8321730701437
2022-09-27,2022-09-26,8615478.021966236,0.04815127182507335,414846.2241386415,0.01609711764927954,138684.36332437268,0.0001609711764927954,1386.8436332437268,-0.020033529778079595,-172598.43550545088,-0.00020033529778079595,-1725.9843550545088
2022-09-28,2022-09-27,8845779.858522119,0.047990987817487396,424517.7134265104,0.021889306795361274,193627.9891674181,0.00021889306795361274,1936.279891674181,-0.027701997476488327,-245045.771318351,-0.00027701997476488327,-2450.45771318351
2022-09-29,2022-09-28,9183085.897106625,0.048372064702292786,444204.8251815541,0.013006279978549501,119437.78624483818,0.000130062799785495,1194.3778624483818,-0.04262742255398411,-391451.28288549633,-0.00042627422553984107,-3914.512828854963
2022-09-30,2022-09-29,8628969.85637097,0.04803366216762567,414481.02293554856,-0.004262412003744331,-36780.22469574362,-4.2624120037443314e-05,-367.80224695743624,-0.014816022042970362,-127847.00760011909,-0.00014816022042970362,-1278.470076001191
2022-10-03,2022-09-30,8418017.28615826,0.0482597217396298,406251.1718293912,-0.009292595376558799,-78225.2285131463,-9.292595376558799e-05,-782.2522851314629,-0.014967665585867429,-125998.06763526812,-0.0001496766558586743,-1259.9806763526813
2022-10-04,2022-10-03,8693006.964426368,0.048430894933650194,421010.1069516229,-0.019643534058310513,-170761.37837483987,-0.00019643534058310513,-1707.6137837483986,-0.008276966994721913,-71951.73172944477,-8.276966994721913e-05,-719.5173172944477
2022-10-05,2022-10-04,9201864.703786252,0.04827079980704976,444181.3689680234,0.040514546865168255,372809.3787884857,0.00040514546865168255,3728.093787884857,-0.014905292695387845,-137156.48675329247,-0.00014905292695387845,-1371.5648675329246
2022-10-06,2022-10-05,8976931.371761924,0.0482075873157403,432756.2029316213,-0.009218043546873472,-82749.74430219602,-9.218043546873472e-05,-827.4974430219603,-0.014910062982541328,-133846.6121429214,-0.00014910062982541328,-1338.466121429214
2022-10-07,2022-10-06,8833166.651424365,0.04827626795314562,426432.3201389527,-0.00929550709191651,-82108.7632523956,-9.29550709191651e-05,-821.087632523956,-0.015028266194669349,-132747.17977948143,-0.00015028266194669349,-1327.4717977948144
2022-10-10,2022-10-07,8608165.781962337,0.04811370690824747,414170.76545094076,-0.009115240788967749,-78465.50385393955,-9.115240788967749e-05,-784.6550385393955,-0.03218469223063569,-277051.16636274726,-0.0003218469223063569,-2770.5116636274724
2022-10-11,2022-10-10,8305283.356284683,0.04832811228572415,401378.66660728207,0.019500640296633148,161958.3432925217,0.00019500640296633148,1619.5834329252168,-0.02274089677135535,-188869.59146212568,-0.0002274089677135535,-1888.6959146212566
2022-10-12,2022-10-11,8220955.169655784,0.04821680143029768,396388.16298267216,0.022387992328419537,184050.68127053464,0.00022387992328419537,1840.5068127053462,-0.027800312641325375,-228545.12392675088,-0.00027800312641325375,-2285.4512392675088
2022-10-13,2022-10-12,8266355.698303169,0.0483693167183935,399837.97687812283,0.010860675521025265,89778.20698064893,0.00010860675521025265,897.7820698064893,-0.038520024944881104,-318420.22770189814,-0.00038520024944881104,-3184.202277018981
2022-10-14,2022-10-13,8229014.32980892,0.048283657758987034,397326.91159429395,0.02234126287194646,183846.5723192754,0.0002234126287194646,1838.465723192754,-0.03366956010781366,-277067.2926055614,-0.0003366956010781366,-2770.672926055614
2022-10-17,2022-10-14,7865238.579174562,0.04812467906279704,378512.0823751056,0.010753193979241155,84576.43613487516,0.00010753193979241155,845.7643613487515,-0.013432558126057204,-105650.27439006988,-0.00013432558126057204,-1056.5027439006988
2022-10-18,2022-10-17,8309529.572625647,0.048285048750863445,401226.04051097087,0.025426471452590776,211282.01646282486,0.00025426471452590776,2112.8201646282487,-0.023856235870131637,-198234.09745439157,-0.00023856235870131637,-1982.3409745439158
2022-10-19,2022-10-18,8475385.571800193,0.04831940554738136,409525.59261423815,0.025410450242446814,215363.36335778044,0.00025410450242446814,2153.633633577804,-0.03136176586480688,-265803.05791676004,-0.0003136176586480688,-2658.0305791676
2022-10-20,2022-10-19,8047921.131607957,0.048697250095054746,391911.6280911887,0.03508103634992932,282329.41375930305,0.0003508103634992932,2823.2941375930304,-0.029783978249142695,-239699.10793462727,-0.00029783978249142695,-2396.9910793462727
2022-10-21,2022-10-20,8038114.597897899,0.048529278836092114,390083.9046378496,0.03312688398300068,266277.68972662784,0.00033126883983000677,2662.7768972662784,-0.013826892876139807,-111142.14947126985,-0.00013826892876139807,-1111.4214947126986
2022-10-24,2022-10-21,8176419.805981873,0.04833828647572371,395234.12292733305,0.035545316597957594,290633.43064143666,0.00035545316597957594,2906.3343064143664,-0.01735973942040142,-141940.51722365446,-0.0001735973942040142,-1419.4051722365446
2022-10-25,2022-10-24,8124296.558224041,0.048391868495755636,393149.8906660979,-0.008725197370692411,-70886.09096854182,-8.725197370692411e-05,-708.860909685418,-0.013753980386506381,-111741.41551597476,-0.00013753980386506381,-1117.4141551597477
2022-10-26,2022-10-25,8585772.031449905,0.04857832904699898,417082.4588662943,0.03532505705265421,303292.8868520507,0.0003532505705265421,3032.928868520507,-0.01917775723896467,-164655.8517282388,-0.0001917775723896467,-1646.5585172823883
2022-10-27,2022-10-26,8481233.015316255,0.04850392293025459,411373.0725284304,0.03522578098739612,298758.0567006036,0.0003522578098739612,2987.5805670060363,-0.02944741977735782,-249750.428831604,-0.0002944741977735782,-2497.50428831604
2022-10-28,2022-10-27,8434569.515798034,0.048389526617924845,408144.8260954464,0.03546009292811625,299090.6188388548,0.0003546009292811625,2990.906188388548,-0.020095018270995663,-169492.82852794454,-0.00020095018270995663,-1694.9282852794454
