date,previous_date,portfolio_value,historical_var_return_100,historical_var_dollar_100,bootstrap_ci_lower_return_100,bootstrap_ci_upper_return_100,bootstrap_ci_lower_dollar_100,bootstrap_ci_upper_dollar_100,bootstrap_std_return_100,bootstrap_std_dollar_100,ci_width_return_100,ci_width_dollar_100
2022-09-16,2022-09-15,10403226.93156138,0.07252157830624281,754458.4365548427,0.058658157932870554,0.08226635974665425,610234.1283630198,855835.6092779106,0.006536143484444775,67996.98392592533,0.023608201813783695,245601.48091489077
2022-09-19,2022-09-16,10069695.93734168,0.07177299377622563,722732.223839309,0.061743365936443494,0.0811175957993984,621736.9211280057,816829.5248681266,0.0062846323671233145,63284.33701490767,0.019374229862954902,195092.6037401209
2022-09-20,2022-09-19,10272395.238878025,0.07163721127886008,735885.7480674614,0.05505285949658211,0.08059072535770914,565524.731779311,827859.7834622579,0.006556803592418994,67354.0780050232,0.02553786586112703,262335.05168294697
2022-09-21,2022-09-20,9802091.920171957,0.07121846416800784,698089.9321882857,0.05470825991026104,0.07971212713586928,536255.3924330372,781345.5973382242,0.006465052661023562,63371.04045210527,0.02500386722560824,245090.204905187
2022-09-22,2022-09-21,9612777.29183756,0.07117579908707586,684197.1051926353,0.054475619150267884,0.07919403646748871,523661.99472648645,761274.6354036311,0.006831483802710682,65669.53236825335,0.024718417317220825,237612.6406771447
2022-09-23,2022-09-22,9088915.013723046,0.07064230393409185,642061.896830554,0.05449791656168911,0.07765870363566746,495326.93205416197,705833.3574204864,0.006161293454642015,55999.47258384934,0.023160787073978346,210506.42536632443
2022-09-26,2022-09-23,8902873.753148405,0.07034058290770412,626233.3293501583,0.05457590548026784,0.07754911627181474,485882.3964545847,690409.9918361934,0.006073020212738061,54067.332254325425,0.0229732107915469,204527.59538160864
2022-09-27,2022-09-26,8615478.021966236,0.07010802350712307,604014.1356891111,0.054447628249932226,0.07734800559327071,469092.34453547903,666390.0422317452,0.0059663181885913075,51402.68322586581,0.022900377343338482,197297.69769626617
2022-09-28,2022-09-27,8845779.858522119,0.06998743503626426,619093.4431934116,0.05418304143347017,0.07784084930181079,479291.25658565987,688563.0169242134,0.006585106119091004,58250.39907448596,0.023657807868340618,209271.76033855352
2022-09-29,2022-09-28,9183085.897106625,0.06791648075003054,623682.8765567191,0.054044178537840284,0.07661954974120024,496292.33375155367,703603.9066710755,0.0059849404333689685,54960.22208869379,0.02257537120335995,207311.57291952183
2022-09-30,2022-09-29,8628969.85637097,0.0667566794850353,576041.374987788,0.05388589393471027,0.07524243657182368,464979.75444621826,649264.7170981712,0.005999542350648184,51769.870095764214,0.02135654263711341,184284.96265195298
2022-10-03,2022-09-30,8418017.28615826,0.06606146150659976,556106.5249114353,0.05253577051063632,0.07455064522263488,442247.0243001799,627568.6201783922,0.005670744143608934,47736.42222628072,0.02201487471199856,185321.59587821225
2022-10-04,2022-10-03,8693006.964426368,0.06629649763387334,576315.9156483372,0.05267810062455457,0.07458148879297478,457931.09560200595,648337.401494617,0.005759874772320609,50070.6315100068,0.02190338816842021,190406.30589261104
2022-10-05,2022-10-04,9201864.703786252,0.06139459042000295,564944.7145892387,0.04986356541005013,0.06990518526402247,458837.7825516774,643258.0568926472,0.005214711602025303,47985.0706311013,0.020041619853972334,184420.2743409698
2022-10-06,2022-10-05,8976931.371761924,0.060908900298926316,546775.0179129508,0.04912381921837797,0.06975199602958065,440981.15384221845,626158.8814009557,0.005214944553677979,46814.199365910834,0.020628176811202686,185177.72755873727
2022-10-07,2022-10-06,8833166.651424365,0.06070846040449879,536247.9479043352,0.05190620810960989,0.06944155078493516,458496.18647569907,613388.7906166808,0.005345734561336086,47219.76425456057,0.01753534267532527,154892.60414098168
2022-10-10,2022-10-07,8608165.781962337,0.060080839633564774,517185.8278852189,0.0513549452353013,0.06938798017379269,442071.8823090704,597303.2366115233,0.0052763997672640285,45420.12392851625,0.018033034938491392,155231.35430245294
2022-10-11,2022-10-10,8305283.356284683,0.06010180153738435,499162.4919911634,0.04854943541359995,0.06837717646147398,403216.8178975898,567891.8256152206,0.005364264100739759,44551.73335458934,0.019827741047874034,164675.00771763077
2022-10-12,2022-10-11,8220955.169655784,0.057527757415165005,472933.1147209046,0.0458446936366625,0.0659924682682479,376887.1711536062,542521.1231681978,0.005228500405677242,42983.26743959969,0.020147774631585395,165633.9520145916
2022-10-13,2022-10-12,8266355.698303169,0.0579563974199896,479088.1960658541,0.046118023041820354,0.06644118350753687,381227.9825662285,549226.455889534,0.005167132721032008,42713.357012391694,0.02032316046571652,167998.4733233055
2022-10-14,2022-10-13,8229014.32980892,0.05749183830068607,473101.16122340295,0.04619108936757736,0.06627211837626092,380107.13631527853,545354.2117850442,0.005349405617686913,44020.33548390594,0.020081029008683554,165247.07546976564
2022-10-17,2022-10-14,7865238.579174562,0.05660954507096809,445247.5778416994,0.045406013866681624,0.06591734135760124,357129.13199075946,518455.61628242425,0.0054485065652392795,42853.804035805864,0.02051132749091962,161326.4842916648
2022-10-18,2022-10-17,8309529.572625647,0.05619469939076205,466951.5164123457,0.0451202904135571,0.06645148994980092,374928.3875169102,552180.6208829067,0.004882338780047208,40569.9384763793,0.021331199536243822,177252.2333659965
2022-10-19,2022-10-18,8475385.571800193,0.05635769893160373,477653.22838477336,0.04538146763412132,0.06674627420040077,384625.4360133493,565700.4093294962,0.00493323824690887,41811.096260104314,0.021364806566279454,181074.97331614693
2022-10-20,2022-10-19,8047921.131607957,0.05465818199079563,439884.73785899766,0.0455107587369211,0.06585491113082904,366266.9969543788,529995.1309099632,0.004684208195627987,37698.138122445656,0.020344152393907945,163728.13395558437
