date,previous_date,portfolio_value,historical_var_return_100,historical_var_dollar_100,bootstrap_ci_lower_return_100,bootstrap_ci_upper_return_100,bootstrap_ci_lower_dollar_100,bootstrap_ci_upper_dollar_100,bootstrap_std_return_100,bootstrap_std_dollar_100,ci_width_return_100,ci_width_dollar_100
2023-07-11,2023-07-10,11563785.533251699,0.03680357371060174,425588.63324661896,0.025833906137942148,0.03988858496070032,298737.75006531767,461263.0417104277,0.0033689344648199565,38957.63562675807,0.014054678822758175,162525.29164511
2023-07-12,2023-07-11,11916943.187721511,0.03709363059411811,442042.68841643404,0.026410231940973056,0.04012783718166116,314729.2336151239,478201.1559399949,0.003218261654536715,38351.841300336666,0.013717605240688102,163471.922324871
2023-07-13,2023-07-12,12090130.13439992,0.038753771339661,468538.1386952794,0.029929596995802582,0.04050481103983939,361852.72254939814,489708.4365409368,0.003047245568082478,36841.59546959057,0.010575214044036808,127855.71399153868
2023-07-14,2023-07-13,12129279.401514648,0.03833125270503011,464930.4738693743,0.027209645226296472,0.040850552791787585,330033.38936583913,495487.76851791586,0.0031371995747072946,38051.9701799377,0.013640907565491113,165454.37915207673
2023-07-17,2023-07-14,11927558.533011481,0.03840425445610388,458068.9929418461,0.02737701146011217,0.040624145424994276,326540.90664941404,484546.8724101898,0.0032384164606795735,38626.40188902349,0.013247133964882106,158005.96576077578
2023-07-18,2023-07-17,11964700.134134695,0.037145407731878216,444433.6648720912,0.026765580157412604,0.039948893278512324,320242.1404995875,477976.528767949,0.003425507349009968,40985.16823817895,0.013183313121099719,157734.3882683615
2023-07-19,2023-07-18,12089968.825372932,0.03804873358255669,460008.00285803055,0.026599395778030673,0.0403178207356855,321585.8657301472,487441.1958014121,0.0036386421111433364,43991.06969041209,0.01371842495765483,165855.33007126488
2023-07-20,2023-07-19,12640060.834105484,0.04134845631165647,522647.00317569065,0.02840645034099342,0.042192987435070675,359059.26039115334,533321.9279519416,0.004332596682829841,54764.28564061281,0.013786537094077254,174262.66756078828
2023-07-21,2023-07-20,12171186.168271776,0.037052112382269214,450968.1577323265,0.026953865235225107,0.040981375188343536,328060.51173243334,498791.946849123,0.004322326870723704,52607.845023701775,0.014027509953118428,170731.43511668965
2023-07-24,2023-07-21,12107812.629820365,0.03680048158948098,445573.33577258966,0.027457271129362686,0.0410521593856138,332447.4941604996,497051.85389053344,0.003895320778984483,47163.81412499003,0.013594888256251117,164604.35973003384
2023-07-25,2023-07-24,12115024.109614115,0.03700504979357287,448317.07042660617,0.02705451892512946,0.04084567072505954,327766.14905195474,494846.2856074558,0.004042318171674614,48972.782108569205,0.013791151799930082,167080.13655550109
2023-07-26,2023-07-25,12031558.607876787,0.03664061401782,440843.6949839931,0.026883669524406406,0.04063824412767974,323452.44547768676,488941.4159433835,0.004099350111980107,49321.57112649493,0.013754574603273333,165488.9704656967
2023-07-27,2023-07-26,12137062.23374296,0.036498126545333645,442980.0332957404,0.026524981647572235,0.04039046099951982,321935.3530054741,490221.5388007399,0.0041547476569975175,50426.43087847662,0.013865479351947582,168286.18579526583
2023-07-28,2023-07-27,11911742.648877913,0.03625410119698613,431849.5234248755,0.025845903106285553,0.04028672266184411,307869.74632990774,479885.07251460484,0.004416346827677949,52606.386859488106,0.014440819555558558,172015.3261846971
2023-07-31,2023-07-28,12604637.735065283,0.03664950816783484,461953.77362387435,0.024601197723524863,0.040895062691920336,310089.18515374366,515467.4503844395,0.004166011888633319,52511.07065619812,0.016293864968395473,205378.26523069583
2023-08-01,2023-07-31,12997900.083953055,0.036577523128362766,475430.9909409412,0.024534183365807528,0.04098304341366089,318892.8640301493,532693.5034270745,0.004279271886875263,55621.54841767393,0.01644886004785336,213800.63939692522
2023-08-02,2023-08-01,13032174.818616522,0.036739632576607235,478797.3145100841,0.02463408663501758,0.04129805423668822,321035.7235244939,538203.4624812276,0.004374371551835893,57007.574785108205,0.01666396760167064,217167.73895673366
2023-08-03,2023-08-02,12779103.593061578,0.03741673511001587,478152.3340850371,0.025130602741070884,0.04134394425468647,321146.57578422205,528338.5465764015,0.004959148214718558,63373.46876923483,0.016213341513615583,207191.9707921794
2023-08-04,2023-08-03,13049105.620754171,0.03551615803139674,463454.0973950926,0.024296966955596185,0.042162497443806075,317053.68806754856,550182.8823790032,0.0055639349145369405,72604.37436679436,0.01786553048820989,233129.19431145466
2023-08-07,2023-08-04,12879095.013185788,0.03345636245210371,430887.6708162252,0.019822262401859154,0.041321788163896714,255292.80084984438,532187.2358775617,0.005786746525201427,74528.05831529188,0.02149952576203756,276894.4350277174
2023-08-08,2023-08-07,12964167.882905662,0.03314776258128543,429733.15904648264,0.019860546649363525,0.04134275808343262,257475.46100862828,535974.4565359757,0.005675016462133767,73571.8661533555,0.021482211434069098,278498.99552734743
2023-08-09,2023-08-08,12863137.018924344,0.03294498142843592,423775.81019988906,0.02197996735760294,0.04117985236371823,282731.33179233107,529702.0833735832,0.005793207096871963,74518.81666606897,0.019199885006115292,246970.7515812521
2023-08-10,2023-08-09,12283997.841809679,0.0361723323599971,444340.8526434268,0.021359168296487905,0.04165332392967216,262375.97725690715,511669.34125629225,0.005962414555814794,73242.28753560354,0.020294155633184253,249293.3639993851
2023-08-11,2023-08-10,12228798.52172705,0.03606704529936003,441056.63023987645,0.023525767860446967,0.04134444817735999,287691.8752343276,505592.92675292044,0.0057407031680568096,70201.9024152069,0.01781868031691302,217901.0515185928
2023-08-14,2023-08-11,12249228.090047859,0.036263651083574294,444201.7335006127,0.02148149996950394,0.04126549870794991,263131.79284280987,505470.50592325366,0.005791003134637385,70935.31826635546,0.01978399873844597,242338.7130804438
2023-08-15,2023-08-14,12431854.060813805,0.036111924745522696,448938.17829142883,0.021177616913749895,0.041263162166113594,263277.04282756074,512977.61013681785,0.005690878203657509,70748.16730573638,0.0200855452523637,249700.5673092571
2023-08-16,2023-08-15,12217414.346070373,0.03591600933502825,438800.76770337153,0.020804454987889683,0.04133734951020085,254176.64683121876,505035.526934453,0.005909488362423195,72198.66789700506,0.020532894522311166,250858.88010323423
2023-08-17,2023-08-16,11924847.96542808,0.035866677848008045,427704.68036248314,0.02368426133143794,0.041353695865447654,282431.2155508647,493136.53600401507,0.0059186015475811695,70578.4236228528,0.017669434534009713,210705.32045315037
2023-08-18,2023-08-17,11568734.748839715,0.03590793510013106,415409.37655196746,0.0238626227271032,0.04138374868466324,276060.3527414911,478757.6114455135,0.005345846465887855,61844.679771878815,0.01752112595756004,202697.2587040224
2023-08-21,2023-08-18,11719792.798853936,0.03616623804615718,423860.81621499016,0.02396176708242009,0.041506323322069966,280826.94530036225,486445.50917689875,0.005370476322071261,62940.869725826335,0.017544556239649876,205618.5638765365
2023-08-22,2023-08-21,11742089.315554405,0.03632038387432038,426477.1914274918,0.026527006718696768,0.04143186773223626,311482.48216524924,486496.6914221547,0.005089591769373984,59762.4411356999,0.014904861013539494,175014.20925690548
2023-08-23,2023-08-22,11117663.437841173,0.039702789922594045,441402.2559027128,0.026948401991750685,0.04443482750018536,299603.26353193284,494011.4570655903,0.004802227822822264,53389.55268597471,0.017486425508434676,194408.19353365747
2023-08-24,2023-08-23,11451419.536237264,0.03970580863726291,454687.8727308508,0.027181154283505503,0.044377432589001745,311262.8011796141,508184.5985177468,0.004690436697134556,53712.15842705084,0.017196278305496242,196921.7973381327
2023-08-25,2023-08-24,11138321.11025065,0.039654120416064496,441680.3265386725,0.026999443444123906,0.04419335584209659,300728.4708787038,492239.78830884333,0.0047922275556277925,53377.369347973916,0.017193912397972685,191511.31743013952
2023-08-28,2023-08-25,11408746.974643184,0.03960523731596957,451846.13140859315,0.028036608869871336,0.04432555514845539,319862.57662339887,505699.04319932003,0.004490032248505885,51225.641831191846,0.016288946278584054,185836.46657592116
2023-08-29,2023-08-28,11645941.222551715,0.04010587300054668,467070.63964349043,0.029498183353840458,0.044005428862730255,343534.1095108794,512484.6380085373,0.0044811694258899675,52187.43574221037,0.014507245508889797,168950.5284976579
2023-08-30,2023-08-29,11956185.264793677,0.037361442080905194,446700.3232791611,0.029547676360050894,0.04174431753626366,353277.492704933,499102.7942159439,0.004426642558715551,52925.75853302345,0.012196641176212768,145825.3015110109
2023-08-31,2023-08-30,12202374.648830807,0.0375947415181091,458745.12082992145,0.028332256100496268,0.041793813058071456,345720.80358487763,509983.7649377851,0.004381428494330327,53463.83198488132,0.013461556957575189,164262.96135290747
2023-09-01,2023-08-31,12241449.888638454,0.03762857456275216,460628.3098908262,0.028209311367877375,0.04198310629232249,345322.87150286994,513934.0918468475,0.00457903569826416,56054.036038587314,0.013773794924445117,168611.22034397756
2023-09-05,2023-09-01,12442952.896818778,0.03759727672420353,467821.1433279255,0.028218820504430447,0.04216342356030191,351125.45434041193,524637.4933294557,0.00454772640033278,56587.14538696,0.01394460305587146,173512.0389890438
2023-09-06,2023-09-05,12441653.308649518,0.03741029793449351,465445.95707425545,0.02604195991601046,0.04195854035265501,324005.03675274964,522033.6124047145,0.004919501557571368,61206.73283066427,0.015916580436644553,198028.57565196487
2023-09-07,2023-09-06,12384646.845040662,0.037450793973188,463814.8574243106,0.02839867948878489,0.041931468613274014,351707.6163341008,519306.43046930555,0.0048602673255427106,60192.694399336746,0.013532789124489124,167598.81413520477
2023-09-08,2023-09-07,12078002.017341048,0.03712934590536878,448448.3147475977,0.025753794775614368,0.04191008179301609,311054.38525405765,506190.0524429767,0.0048144945039263354,58149.47433089966,0.016156287017401724,195135.66718891903
2023-09-11,2023-09-08,11787753.718587432,0.03721060469658274,438629.44388303015,0.02805928590463939,0.0419180603645918,330755.9517633209,494119.77193868946,0.00477127563882938,56242.62215401665,0.01385877445995241,163363.82017536857
2023-09-12,2023-09-11,12068072.21872551,0.0376386312263343,454225.7198533794,0.02795227366735056,0.042427132161470475,337330.0572951659,512013.69495803746,0.004591133176092606,55406.12673487219,0.014474858494119915,174683.63766287157
2023-09-13,2023-09-12,11927215.82966896,0.03785426221348151,451495.95549307624,0.028430039829135497,0.042292354867122316,339091.2210881839,504430.04444511834,0.0045167773164884895,53872.5779083112,0.013862315037986819,165338.82335693442
2023-09-14,2023-09-13,11855068.833336528,0.03763427007524331,446156.8622343865,0.02738847691553844,0.04227753172098393,324692.2790739567,501203.04865583306,0.004667338989177002,55331.62498520869,0.014889054805445494,176510.76958187635
2023-09-15,2023-09-14,12146562.47055244,0.03858446478254221,468668.61187397956,0.028841479872164524,0.042327967166126114,350324.8370104272,514139.2974348434,0.004632691306891286,56271.27436594024,0.01348648729396159,163814.46042441617
2023-09-18,2023-09-15,11932441.410316532,0.038130334445870134,454987.9817311197,0.02847447267683967,0.04226589279254684,339769.9769060483,504335.289401785,0.004745266267622543,56622.611714757404,0.013791420115707172,164565.3124957367
2023-09-19,2023-09-18,11610846.446009522,0.037708092832617196,437822.8756513905,0.02593534597200176,0.04175085092195588,301131.319605044,484762.7190450648,0.00507487376517068,58923.580020278954,0.01581550494995412,183631.39944002085
2023-09-20,2023-09-19,11378810.278526125,0.03654347574411527,415821.27741020895,0.02658519895414159,0.04152667502636247,302507.9351160483,472524.1566229874,0.005208787347526235,59269.80300868835,0.014941476072220877,170016.2215069391
2023-09-21,2023-09-20,11191996.939565541,0.035311723374380245,395208.6999368487,0.025651125127406714,0.04138323435806239,287087.3139223487,463161.0322847578,0.005308845401364592,59416.58148469911,0.015732109230655676,176073.7183624091
2023-09-22,2023-09-21,10915999.976117976,0.03564920576734888,389146.7293050052,0.02564674190998659,0.041233268468263265,279959.8340769175,450102.35761482787,0.005349523626452009,58395.399778592684,0.015586526558276675,170142.52353791037
2023-09-25,2023-09-22,10740294.96819388,0.035641368796755515,382798.8139473356,0.025569326751453948,0.041120161888143346,274622.111448746,441642.66781854373,0.005361811791979197,57587.440209796776,0.015550835136689398,167020.55636979773
2023-09-26,2023-09-25,10627765.829874277,0.03504833068428651,372485.4512405943,0.026864012080284626,0.0409995736616882,285504.42964017874,435733.8680011033,0.005351216122435518,56871.471854292526,0.014135561581403576,150229.43836092454
2023-09-27,2023-09-26,10436092.041711913,0.035061188958568246,365901.79506347165,0.026511946692070826,0.0408609427554533,276681.11588341085,426428.5595070323,0.0051766573254614055,54024.07231691745,0.014348996063382476,149747.44362362142
2023-09-28,2023-09-27,10608899.73791873,0.035180247432684164,373223.7177685191,0.024917317251291673,0.04105593331117449,264345.3204568661,435558.28014492797,0.0054556495014525825,57878.438566136756,0.01613861605988282,171212.95968806185
2023-09-29,2023-09-28,10696329.424638629,0.03517102746340992,376200.89595164487,0.02513906361101708,0.040885196152205254,268895.70581038424,437321.52663495514,0.005368073334505871,57418.68076149315,0.015746132541188174,168425.8208245709
2023-10-02,2023-09-29,10847493.751505448,0.035254339417234604,382421.22654190456,0.02533716232208541,0.040885462172029055,274844.7099697007,443504.7954384975,0.005435446943126672,58960.97675220596,0.015548299849943645,168660.08546879678
2023-10-03,2023-10-02,10630605.914804406,0.03442768190754956,365987.11891940096,0.024689218562042075,0.04076036939412981,262461.35287754325,433307.42397084885,0.0053977434825538614,57381.28379223401,0.016071150832087735,170846.0710933056
2023-10-04,2023-10-03,10232307.04478122,0.03716177498209311,380250.6919458458,0.02734874797367913,0.04068046297785551,279840.78655702306,416254.9879132725,0.004783377784882239,48944.99020610052,0.013331715004176382,136414.20135624945
2023-10-05,2023-10-04,10281545.63967865,0.03732235187338575,383731.46416636155,0.02652587605659026,0.04081094483263412,272727.0053082919,419599.5918951353,0.0048765487434210605,50138.4584696012,0.014285068776043863,146872.58658684342
2023-10-06,2023-10-05,9965554.132848011,0.03732760290186196,371990.2473679599,0.02615666939676695,0.04049361059709002,260665.70480848997,403541.2684397685,0.004753610920080049,47372.366950555166,0.014336941200323073,142875.56363127855
2023-10-09,2023-10-06,10209880.864729136,0.03745332278193645,382393.9635918168,0.026109003903274162,0.0407717500708135,266569.8193491772,416274.7108695176,0.004743987693876221,48435.549178217334,0.01466274616753934,149704.8915203404
2023-10-10,2023-10-09,10130603.950932281,0.03490155200985422,353573.80068469764,0.025028521783067702,0.04043072689328064,253554.04166154034,409587.6816041329,0.005091098951790649,51575.907155597546,0.015402205110212935,156033.63994259253
2023-10-11,2023-10-10,10325661.219140222,0.03464411930877401,357723.4392178747,0.02481938724501854,0.04048911511312832,256276.5843587114,418076.8857209334,0.004965295423742536,51269.95839851272,0.01566972786810978,161800.30136222197
2023-10-12,2023-10-11,10276118.844118219,0.03417833957514206,351220.6793687888,0.02489900040018425,0.04027111300728387,255865.08721204047,413830.7432477641,0.004880407919064044,50151.65178407781,0.01537211260709962,157965.65603572366
2023-10-13,2023-10-12,9782035.55948535,0.03323770301037749,325132.3927631259,0.02473749861921256,0.04634640862070639,241983.091145857,453362.21718218824,0.005776781052828384,56508.67767812847,0.021608910001493828,211379.12603633123
2023-10-16,2023-10-13,9655796.45134056,0.03350634515167389,323530.4486129247,0.024858915423099367,0.04565857393953382,240032.62732653797,440869.89621862123,0.005542457964433242,53516.845944678724,0.020799658516434453,200837.26889208326
2023-10-17,2023-10-16,9904304.69876145,0.033432463186973085,331125.30223390675,0.02456425486413516,0.045715070990064645,243291.86487242766,452775.9924111105,0.00553788616729868,54848.911987982356,0.021150816125929485,209484.12753868283
2023-10-18,2023-10-17,10032181.767834248,0.033184694112420386,332914.8832457803,0.024551943156441956,0.04545203608050488,246309.55649895984,455983.0876777855,0.0056162662896770705,56343.404274600405,0.020900092924062925,209673.53117882565
2023-10-19,2023-10-18,9628772.236901138,0.03646473434082446,351110.6216469061,0.02492199045941323,0.04473620083375409,239968.16982391317,430754.68857248494,0.005305653809569414,51086.93210019073,0.01981421037434086,190786.51874857178
2023-10-20,2023-10-19,9387899.313953336,0.03637753816953303,341508.6656250704,0.02502515279831101,0.04468114543645183,234933.61478684135,419462.0945895154,0.005290382125085501,49665.57472264116,0.019655992638140822,184528.47980267406
2023-10-23,2023-10-20,9311264.575086577,0.03645487157170748,339440.9542549706,0.025198473734921303,0.04431011493110374,234629.65583422227,412583.20347600104,0.005204406309286742,48459.60410201872,0.019111641196182437,177953.54764177877
2023-10-24,2023-10-23,9302552.16990444,0.036367075650633074,338306.61850687565,0.026176825887819267,0.045083877908511975,243511.28846394387,419395.12626553496,0.00528644240584095,49177.40627353058,0.01890705202069271,175883.8378015911
2023-10-25,2023-10-24,9428860.759169333,0.03643201932305045,343512.4373724093,0.025012515859160558,0.045503833381531064,235839.5292725396,429049.3089628978,0.0054445037615106166,51335.46787005728,0.020491317522370506,193209.7796903582
2023-10-26,2023-10-25,9093823.37598658,0.0361830161998874,329041.9585322371,0.025737104852254576,0.04446018716227828,234048.6857356503,404313.0893170647,0.004527775374703887,41174.78954369861,0.018723082310023703,170264.40358141437
2023-10-27,2023-10-26,8895726.345404686,0.0361425761975821,321514.4672716274,0.026059102906287608,0.04399916895704108,231814.6482610745,391404.56646706234,0.0046265783630060515,41156.77503287222,0.01794006605075347,159589.91820598784
2023-10-30,2023-10-27,8839684.085857548,0.03638560396753635,321637.24434614636,0.026129248468688627,0.04460695925815414,230974.30186408455,394311.42787280114,0.004617137255298447,40814.03471788168,0.01847771078946551,163337.1260087166
2023-10-31,2023-10-30,8959643.334081326,0.036360470948494,325776.85115773196,0.025604645448042373,0.044288786640185394,229408.4909100686,396811.7319952871,0.004703237127293801,42139.32717616171,0.01868414119214302,167403.24108521853
2023-11-01,2023-10-31,9110067.326713067,0.036464224594019795,332191.5410679068,0.025615918131684578,0.04454659115988909,233362.7388152165,405822.4446421507,0.004819061044190164,43901.97056411257,0.018930673028204514,172459.70582693422
2023-11-02,2023-11-01,9051420.501711912,0.03663997527329899,331643.82337095606,0.02543437969020136,0.04451404172996073,230217.2657762137,402915.3099286261,0.004896579445551285,44320.99958172405,0.019079662039759367,172698.04415241242
2023-11-03,2023-11-02,9792373.046496868,0.03643651470447184,356799.94450035685,0.025442852444943504,0.0452599867654546,249145.9025078617,443202.6744868426,0.005162998674545586,50558.009059719254,0.019817134320511093,194056.7719789809
2023-11-06,2023-11-03,10516321.918319223,0.03655308955126489,384404.05683025235,0.02563462707369685,0.04641354703322176,269581.9905630576,488099.8019724101,0.00510178717462562,53652.03628711531,0.020778919959524907,218517.81140935252
2023-11-07,2023-11-06,10423587.59947213,0.0367143171167161,382694.90062088927,0.02621403162059929,0.046151111129484446,273244.254932649,481060.1496711543,0.005117199128608431,53339.573380992435,0.019937079508885156,207815.89473850525
2023-11-08,2023-11-07,10497371.78086335,0.03711694077398461,389630.3266728023,0.02671381595698693,0.04584778131879444,280424.85778605164,481281.20583110664,0.00513088519653383,53860.80947294373,0.01913396536180751,200856.348045055
2023-11-09,2023-11-08,10442303.344748223,0.03726276451469395,389109.09052635403,0.026733134264869673,0.045713949918826324,279155.49734965194,477358.9321390129,0.005068207557638804,52923.760731009905,0.01898081565395665,198203.43478936097
2023-11-10,2023-11-09,10012602.669041447,0.038543401707485214,385919.76681030315,0.02766166455385125,0.046130153554263024,276965.25634202024,461882.8986007058,0.004602164394128087,46079.643496014396,0.018468489000411776,184917.64225868555
2023-11-13,2023-11-10,10025633.175060613,0.03844021208372006,385387.4655229097,0.02763608141774798,0.0458784684242926,277069.2146904503,459960.6950555587,0.004671781559364167,46837.568188197794,0.01824238700654462,182891.4803651084
2023-11-14,2023-11-13,9959703.718780348,0.03821703550634825,380630.35065333726,0.02650647688787941,0.04534502114608882,263996.6564319779,451622.97573687433,0.004640031250813977,46213.336503989,0.01883854425820941,187626.3193048964
2023-11-15,2023-11-14,10606116.132805742,0.038667835222121714,410115.55097001925,0.02714074369546055,0.04513303376469993,287857.87956476986,478686.1975342502,0.004737897362810335,50250.689655280476,0.017992290069239383,190828.31796948035
2023-11-16,2023-11-15,10857988.798941262,0.038630258641087364,419446.9156251305,0.026695290245706542,0.045675619061680266,289857.1624723676,495945.3601564323,0.004803344263567869,52154.658211278685,0.018980328815973724,206088.19768406474
2023-11-17,2023-11-16,10599501.950203752,0.03862041467878517,409357.16070546105,0.027474619441421058,0.045297781039947534,291217.2823504484,480133.9184728264,0.004595599502458065,48711.06588865966,0.017823161598526475,188916.636122378
2023-11-20,2023-11-17,10871650.57943939,0.03844706286090389,417983.0332294884,0.026515198593275377,0.04499045833138029,288263.97415053274,489120.54238759424,0.004642364678474808,50470.16664670961,0.01847525973810491,200856.5682370615
2023-11-21,2023-11-20,11037643.53120614,0.03865907941426294,426705.1378192238,0.02651424585396746,0.04497392894849508,292654.7942348532,496406.19593128125,0.004625986097265138,51059.98552192809,0.018459683094527616,203751.40169642807
2023-11-22,2023-11-21,10925692.774367278,0.038311691316188605,418581.76898707147,0.02622140379555883,0.04556203697635574,286487.00198290386,497796.81817802467,0.0047866710240923125,52297.6970211986,0.019340633180796908,211309.8161951208
2023-11-24,2023-11-22,10978358.812972963,0.03841798534777262,421766.42801938567,0.026076050437934394,0.04625757054234376,286272.23813282454,507832.2072302581,0.004787358419662009,52557.33849735674,0.020181520104409365,221559.96909743355
2023-11-27,2023-11-24,11042011.868617294,0.038319133718691105,423120.3293169203,0.026029116392640647,0.045563920583367626,287413.812137159,503117.35186228115,0.004640492753243492,51240.37605754719,0.01953480419072698,215703.53972512216
2023-11-28,2023-11-27,11176654.585176716,0.03719988520675028,415770.267564073,0.026278957616703714,0.04486176407609047,293710.8321403962,501404.44116015267,0.0054075039308904,60437.8036035473,0.018582806459386758,207693.6090197565
2023-11-29,2023-11-28,11416536.022072397,0.03725298949478561,425300.0964971045,0.02508895128120433,0.04553023629533661,286428.91605788865,519797.58275917853,0.00557648215378276,63664.10938510474,0.020441285014132282,233368.66670128988
2023-11-30,2023-11-29,11662094.533957766,0.03705820028225177,432176.23494996055,0.025158724176250112,0.04610638646392028,293403.41969719756,537697.0375614291,0.005631210086876581,65671.7043737312,0.02094766228767017,244293.61786423152
2023-12-01,2023-11-30,11496105.340677548,0.03680379176705365,423100.2670904099,0.02611131714594062,0.04626474227705076,300178.4524935732,531864.3507762736,0.005410224517060003,62196.51096483811,0.020153425131110143,231685.89828270045
2023-12-04,2023-12-01,11986094.853667714,0.03680174997820893,441109.266019776,0.02477869428294571,0.04664996783149968,296999.7800254212,559150.9393489028,0.005506074792138096,65996.33472995595,0.021871273548553973,262151.1593234816
2023-12-05,2023-12-04,12248748.225739494,0.03664483756136039,448853.389062225,0.02518496512314906,0.04649691650277783,308484.29686748306,569529.0235157574,0.005581211295775649,68362.8519566092,0.021311951379628772,261044.72664827434
2023-12-06,2023-12-05,11899938.086093849,0.03667291125833814,436405.3734110379,0.02677217465020888,0.04658668438182261,318587.2207675769,554378.6597800844,0.005420512464766653,64503.762725623135,0.019814509731613732,235791.4390125075
2023-12-07,2023-12-06,11806607.567334734,0.036208524795612734,427499.84285390866,0.027724744016379074,0.04596637475076064,327335.17250619957,542706.9479752748,0.005198416771773218,61375.66679577748,0.018241630734381564,215371.7754690752
2023-12-08,2023-12-07,11815061.930007966,0.03629152196786327,428786.5795845491,0.02668407927070598,0.04573720536881964,315274.049128633,540387.9139380968,0.0051200099824706205,60493.235025149384,0.019053126098113656,225113.86480946385
2023-12-11,2023-12-08,11874108.177611016,0.03662030849104201,434833.50452012004,0.027081872394752914,0.046259324527279086,321573.0824675536,549288.2236601264,0.005243498930710902,62261.87353244893,0.01917745213252617,227715.14119257283
2023-12-12,2023-12-11,11999270.192938428,0.03635955901852418,436288.17275936285,0.025479521442762096,0.04600932928704353,305735.66217847075,552078.3735111105,0.0057818455465905175,69377.9269273774,0.020529807844281434,246342.7113326398
2023-12-13,2023-12-12,11902750.178330448,0.036243641236058964,431399.0071858456,0.025414871645467553,0.04590352788480811,302506.8680103344,546378.2247168964,0.005832847527722315,69426.9269507711,0.020488656239340555,243871.35670656204
2023-12-14,2023-12-13,12535299.43083155,0.03659898220376893,458779.20078791864,0.02585825060631849,0.04595612698847738,324140.91410768375,576073.812481883,0.005672475867967694,71106.18351914114,0.020097876382158892,251932.89837419923
2023-12-15,2023-12-14,13121180.891440727,0.036590353984454475,480108.6535118761,0.026642535461857294,0.04539622191044882,349581.52720165387,595652.0394749839,0.0057211872629062376,75068.7329903994,0.018753686448591527,246070.51227333007
2023-12-18,2023-12-15,12966328.313058011,0.03660459014646056,474627.1336039358,0.027033714716590978,0.04511162965808395,350528.0205368666,584932.2008838014,0.005624690463928874,72931.58321462836,0.01807791494149297,234404.18034693482
2023-12-19,2023-12-18,12952673.197881239,0.03678662310586711,476485.10714392364,0.027409166869242982,0.045370723560022606,355021.981083498,587672.1550243837,0.005770359903488896,74741.58606404919,0.017961556690779625,232650.1739408857
2023-12-20,2023-12-19,13315150.980210913,0.03710932703027638,494116.2921821519,0.027597540151114014,0.04556622409714935,367465.4137945158,606721.1534516683,0.005842400794935632,77792.4486714722,0.01796868394603534,239255.7396571525
2023-12-21,2023-12-20,12867083.54274537,0.0366605867070778,471714.83188603044,0.027620893598335777,0.04502552521791923,355400.34545506723,579347.1945349552,0.005225083048767112,67231.58010626912,0.01740463161958345,223946.84907988796
2023-12-22,2023-12-21,13109755.934769366,0.03700862988054636,485174.10521417554,0.02897292215703508,0.045557053586343044,379827.9381958015,597241.8536241667,0.00527491306793122,69152.8228977038,0.016584131429307963,217413.91542836517
2023-12-26,2023-12-22,12934461.188895332,0.03705684887893665,479310.3736073656,0.0275117601228397,0.04575557339702659,355849.7935470684,591823.6882794922,0.005221076490829885,67531.81123489299,0.018243813274186893,235973.89473242383
2023-12-27,2023-12-26,12966822.58677736,0.036826965932356875,477528.73365416547,0.02857163073017942,0.045383546780399735,370483.2666931526,588480.3994601542,0.005031329923292136,65240.36249087326,0.016811916050220314,217997.13276700163
2023-12-28,2023-12-27,13034205.86861806,0.03682900024717288,480036.7711570367,0.027685196930607076,0.04537689954003557,360854.5563067655,591451.8502844238,0.005208389107010514,67887.21586464281,0.017691702609428494,230597.29397765832
2023-12-29,2023-12-28,13061563.94291408,0.0367800443867596,480404.9015808786,0.027547851492930844,0.04856149721532593,359818.02376481734,634289.1010416237,0.005316858699236781,69446.4898755202,0.02101364572239509,274471.0772768064
2024-01-02,2023-12-29,12802987.612332262,0.03665621477213033,469309.0636425755,0.02756353227151835,0.04504960661331612,352895.56222436996,576769.5554107279,0.005175145177782909,66257.31960317562,0.017486074341797768,223873.9931863579
2024-01-03,2024-01-02,12452592.106481496,0.03536189711197575,440347.2808468001,0.02770172761694706,0.04313097933242213,344958.3146586954,537092.4927797364,0.004525159341447662,56349.963495882155,0.015429251715475073,192134.17812104098
2024-01-04,2024-01-03,11923466.179234907,0.036433906058250795,434418.4466629751,0.027772097625752248,0.04298808379071295,331139.666767067,512566.96318868216,0.0046040551155468856,54896.29545755675,0.015215986164960702,181427.29642161517
2024-01-05,2024-01-04,11924613.458285606,0.03657179982515971,436104.57638882665,0.027619141110446957,0.0429787746375512,329347.581791925,512505.27446356707,0.004666253643549966,55643.27099765017,0.01535963352710424,183157.69267164206
2024-01-08,2024-01-05,11973019.463716934,0.03645715985398647,436502.2845236196,0.02771484251695732,0.042860390616140644,331830.3488893796,513168.29106956255,0.004801298984936945,57486.0461977744,0.015145548099183323,181337.94218018296
2024-01-09,2024-01-08,12300577.258019716,0.03642161364649428,448006.87252044806,0.02776587866877248,0.04296801187926608,341536.3357020375,528531.3497444213,0.004673984253946382,57492.70441843512,0.015202133210493598,186995.01404238382
2024-01-10,2024-01-09,12224816.928274546,0.036373973600293055,444665.16821747395,0.02775640654651779,0.04277268337772365,339316.9886179411,522888.2238237233,0.004782887003709734,58469.91800897508,0.01501627683120586,183571.23520578223
2024-01-11,2024-01-10,12163859.372729942,0.03643025134495048,443132.4542731835,0.027073325220324115,0.042867862505285216,329316.1207322054,521438.651123812,0.005005776917247194,60889.56647265248,0.0157945372849611,192122.53039160662
