Date,GME,ROKU,DKS,BBWI,DKNG,CVNA,RH,W,DDS,BB
2020-06-02,0.012106467920636854,-0.018857877919146948,0.036752653732110785,0.01571916252541361,-0.05560641333527361,0.18802386542612526,0.16789756763841868,0.1287099712427695,0.08199000721276306,0.08943090455232161
2020-06-03,0.06220101424864777,-0.061902189399409946,-0.02804217473769055,0.08988094880546349,-0.02689606489070806,-0.015854049371000545,0.02819624649515262,-0.03721573498777231,0.0789471498925649,-0.02798509172220498
2020-06-04,0.006756696528056327,-0.009907645136279286,0.0029938759252063907,-0.025122719721376474,0.009213120848868828,-0.050190939108531674,-0.026835348241547985,-0.02230055084051885,-0.014692851175738153,0.0038387679040452483
2020-06-05,-0.0738254897528543,0.014087214067260323,0.04314806344485689,0.046498574946649995,-0.029360934185787557,0.13598040292740632,-0.008856313819127215,-0.03829693143307156,0.10020865675576829,0.04588905740782012
2020-06-08,0.21014502184870243,0.0821038505492353,0.024193649144788942,0.03372585577152187,-0.034062027132446326,-0.019245669699625934,0.03131469576717194,0.030627847004988995,0.01626471327646395,0.058500947702991635
2020-06-09,-0.009980077535050813,0.002656069587104959,-0.003556130255513046,-0.06525113326404786,0.03710525914242391,-0.0007920431137314887,-0.0075220686668348025,-0.02022849426822193,-0.06801836040233844,-0.031088053458469433
2020-06-10,0.022177446102500387,0.004856539088369249,-0.030843448142141017,-0.03268708241115603,-0.00761226181735819,0.04623519096163631,-0.029641686375658782,0.05770464901509431,-0.09988521812482765,-0.007130117807674474
2020-06-11,-0.13806711289970497,-0.06019337363637989,-0.048658945085042316,-0.11340219055958778,-0.07236005591637984,-0.09713806996389118,-0.06101250747761178,-0.020177694023721937,-0.13100177962107828,-0.09694792553156428
2020-06-12,0.08009151345499199,0.010472209243017172,0.08957718024094885,0.010982047803451467,0.01653810113027765,0.03682644638680488,0.02700118604160351,0.03391157057685312,0.09367000249712687,0.043737531016928566
2020-06-15,-0.006355875912014253,-0.005366908787753699,-0.008119882058486794,-0.008306507317178857,0.13313448224536706,0.027965098659539223,0.042320394443114306,0.045626803340581557,-0.10003374810229515,-0.04952385312034968
2020-06-16,-0.010661021348578825,0.12391850367050616,0.0378611572688734,0.03994821452289088,-0.02919361555337574,0.032452789076057975,0.03702193137406273,-0.0063667669754914336,0.08884792773725869,0.0460921903052407
2020-06-17,0.02586214781232954,-0.028888319959421094,0.01084541250979032,-0.04213111628554911,0.00369735092450707,0.007879306512432738,-0.012083117481424543,0.056834694841319644,-0.0611129487131884,-0.02298848474755899
2020-06-18,0.03991587631245408,0.08924310644338518,0.000244146261567435,0.010349074788710277,0.002946928494288903,0.033792907728642074,0.009689409545110994,-0.010942974683963214,0.0010910001917503465,-0.003921564960883028
2020-06-19,-0.014141353034639925,0.0055559830924643006,-0.03210771124312928,-0.07298309062432329,0.028403522112587565,0.025532616777409034,-0.016282543377216685,0.04654877588233686,-0.043225674458859054,-0.003937004178520276
2020-06-22,-0.002049227181827984,0.009961079994528221,0.04923861025923415,0.011740285671859585,-0.08916664123535156,0.010069762952355399,0.016712010299743785,-0.00919095139808046,-0.014046987310816106,0.011857696335581869
2020-06-23,-0.008213544721353827,-0.014640172166360044,0.002419193682624776,0.0027304567391279733,-0.006927182910715146,0.001726929788640419,0.0031852046750817653,-0.0025473362756702755,-0.0019252989760233374,-0.003906246362021082
2020-06-24,-0.08695653890853061,-0.035423826060301256,-0.01254839608206837,-0.056501256543188605,-0.011318775629839184,-0.12036669043690551,-0.02112813835895433,-0.032862680603022554,-0.01929012902589422,-0.03529408464794692
2020-06-25,0.01133791212355817,0.002026753166538997,-0.011974530149635343,0.019480835935884455,-0.03966990479202537,0.04374157729315553,0.018140312178251294,0.021971940888862562,-0.02281678462349901,-0.014227676946319434
2020-06-26,-0.02466370685505792,-0.008495108700046883,-0.01780860212639357,-0.01910858473175825,-0.07568615373811782,0.0021338829849062435,-3.930976139998599e-05,-0.015503084786856025,-0.013687606142060438,-0.026804147834466163
2020-06-29,0.006896600107140438,-0.06119950887991776,0.04633583651188666,0.09090904678184875,0.005998823096103889,0.02521075909664039,-0.005113290684666705,-0.008467894885577976,0.07392207285528896,0.016949238156632296
2020-06-30,-0.0091324111433575,0.012863934709095526,-0.006979471468000598,-0.009920420744445324,-0.008348318018814194,-0.0014122493237642697,-0.015972200940646997,-0.013084928198033974,-0.013767013471225886,0.018749931703013978
2020-07-01,0.023041451870212448,0.10177637290474806,-0.01575365161283504,0.008683911291529567,0.018340368043754163,0.04309481109156521,0.043230253232147575,0.10920500867568061,-0.036447831450011625,-0.02249481793059882
2020-07-02,-0.033783804827546615,0.002025037059521173,0.0036934057439366175,0.0006620709615319242,-0.023914897671615476,0.025123590500862214,-0.01667565959326267,-0.023221845345119174,-0.017706377454387523,0.01464428697734843
2020-07-06,-0.011655056218990323,0.026272872469252917,0.0031896033319227524,0.03375253967304115,-0.01935883780279446,0.045981527373302855,0.0155484507634982,0.03428302722393095,-0.005325784468786066,0.035051562811695414
2020-07-07,-0.035377270431011354,-0.012194203023836003,-0.026656995737997735,-0.030089519818799926,-0.05613812122972106,-0.00989291664869596,-0.0068260281411393064,0.01828939219249448,-0.035831918323920964,-0.04382465956723891
2020-07-08,0.041564809279134085,0.025609541364691735,0.012562976831095307,0.03432339312450394,0.08169928305508378,0.04364813565660852,0.03032655455913269,-0.01778353660001386,0.04314415126996751,0.00833332505491069
2020-07-09,-0.01173713334470583,0.11909396373185555,-0.037965367867850985,-0.009572310187191513,-0.00845917801222229,-0.0020155397012580067,-0.017901560509374637,0.033637335614757014,-0.07207213517904665,-0.006198390260857556
2020-07-10,0.030878886760803415,0.02244639291569772,0.028630248065126596,0.026417338303462934,-0.011882979685400197,-0.00851125416836973,0.002456021556589638,-0.02258331513716183,0.047660741330230794,-0.016632000968346272
2020-07-13,-0.018433161496169914,-0.026069947165010765,-0.028334627827589776,0.028876651407495624,-0.09034845135996372,-0.07936858241928557,-0.010718593548937339,-0.05791916237592776,-0.02906477858318346,-0.031712493607307324
2020-07-14,-0.04225359049406152,0.008721340889911167,0.004644967038702985,0.016473230323445387,0.024237293308064123,0.07427898489863649,0.03401311300561605,0.044639485416890334,0.0008677447509670699,0.0
2020-07-15,0.026960817541997972,0.025605254641443365,0.04315444890047804,0.08283314857227864,0.07761049839022682,0.003972041173756713,0.047451510432815924,-0.010399202920407857,0.06675358083022576,0.028384304935910265
2020-07-16,-0.00477326507240694,-0.005836256507941062,0.016498158662201057,0.023281509628504615,0.09459452968217463,0.003370175574171519,0.00710975632492894,0.0088564975715264,0.01706631379468604,-0.012738841251293542
2020-07-17,-0.05035972045679393,-0.03228750262258884,-0.0067827745126898265,0.00216691222915788,-0.007856307073287994,0.03030302819282782,0.013267551314435133,-0.018285213376651566,-0.01278473189294338,0.03225808436366906
2020-07-20,-0.027777811225950688,0.014154799776733729,-0.010243918856383205,-0.01189177505014638,0.0014140055485720726,0.02650606367232755,-0.018730546553435867,0.06509754405115431,-0.012950297980558578,0.03958324434029081
2020-07-21,0.041558526808466834,0.01927418428206873,0.05889601802923572,0.03227558762314753,0.06043488841768063,0.0013117959911308485,0.0030327033938120085,-0.018400952220635647,0.04100056290887899,-0.02805608675493476
2020-07-22,0.024937630654563003,-0.007759535972027942,0.03327912569183411,0.02861703125931414,0.0053262521172585675,0.02868367959016016,0.013872563684940165,0.0015511017637173108,-0.030327138862631497,-0.012371122465843931
2020-07-23,0.0,-0.013208875146363375,-0.004954850513119946,-0.002576051078196695,-0.04079472623913494,-0.008311522110650893,-0.007367666956142771,-0.03539823008849563,0.019090206421214617,-0.010438453263686531
2020-07-24,-0.019464700999327622,0.006726122017875147,0.009506269276042145,-0.008781097170798668,0.03700635698614252,0.002771231226732729,0.006079246687268336,0.02197244626666417,-0.004384351032652445,-0.018987274281977773
2020-07-27,-0.004962774165082395,0.03175235238405838,0.03228707967238864,-0.0015635187649246651,-0.06484680713895974,0.016648674388882956,0.025329322359655793,0.038691191865631636,-0.043234491524952734,0.008602142157561943
2020-07-28,-0.017456400914195425,-0.0462909608526999,-0.01933119814051698,-0.002087534889979148,-0.013811778076860404,0.0036464463855852003,-0.0447131790856814,-0.019057100351411727,0.022175959205562368,-0.006396633143354258
2020-07-29,0.030456823303636638,0.01895803243172267,0.036545347486673485,0.3535561767753439,0.03638458800664934,0.026952041545375893,0.023492657545725937,0.06541852909037726,0.02087592464541932,0.0450643873440455
2020-07-30,0.00985220749181659,-0.008049093895558523,-0.011752711224083612,-0.05177736062474936,-0.030649163912729427,0.0026373579993868024,0.015208953876703735,0.058176521440348905,-0.03889349898946681,-0.026694069300988055
2020-07-31,-0.02195114093759909,0.03019616296528138,-0.013621451374069449,-0.005297235603178185,-0.04067263231648277,-0.0059023550561259075,-0.007835759183978719,0.039738974061072074,-0.017521780959431688,0.0
2020-08-03,0.03491268291638816,0.044741480804947775,-0.020385845365152422,-0.0012289998996779516,-0.012734059537394704,0.02929980486450834,0.02247511441835881,0.07963472033160701,0.05222924679493923,0.0
2020-08-04,0.06746981362331783,0.028550209541957194,0.02998431281336922,0.023379731781896007,0.0033384099485449514,0.04514391189673561,0.000782539240147706,0.012426926132652172,0.04196930297405954,0.0021097530305316248
2020-08-05,0.0451467931946401,-0.006128360114750819,0.016945557409556944,0.022846039035516963,-0.01542656125363917,0.04457375983152989,0.02264383167644146,0.03627295022030674,0.027110801728276623,0.018947400544819137
2020-08-06,-0.04319660500190836,-0.06982228980538174,-0.023926197199542143,-0.01018857419434438,0.033794233935524165,0.2806684439521374,0.005053490989562759,0.037491766885794586,-0.013574658941520101,0.024793364003288243
2020-08-07,-0.06094807932030355,0.016377489779873633,0.002407030926507625,0.030878964367369033,0.013075738685200289,-0.1389747994585282,0.029870986251845588,-0.009657881078848574,0.06498460123656358,-0.024193525128260562
2020-08-10,0.040865404454209386,-0.038237711815829134,0.01812251286080091,0.05568346568319793,-0.07274859287579272,-0.009791751313537267,0.0009958182299920626,-0.03771632960483051,0.0007177514819751707,0.0
2020-08-11,0.004618933320764462,-0.026593975816833648,0.006219303075163163,-0.020370972226029127,0.013603299489812981,-0.012991781606364383,-0.02291109714037265,0.03734900967386734,0.023673167709695075,-0.010330617594738856
2020-08-12,0.03908047816573568,0.0038931224040206214,-0.01662402496220583,0.002599522105231289,0.0530586989501487,0.029682980655936886,0.018752024483015273,-0.023905847157214555,-0.05921509470937092,0.006263091867905635
2020-08-13,0.026548647359614375,0.02034294176131768,0.0028174927737802946,-0.017037171848210964,0.06846465452513639,0.0010868392454197462,0.015441180738420934,0.04159216118751341,0.007821265776782438,0.014522757745066839
2020-08-14,0.023706926008538964,-0.020804128104233044,0.0008645530879545227,0.0,-0.059361981551679155,0.016801884333798034,-0.0032698373945933,-0.013681689502172856,0.08721331210296124,-0.018404842169334135
2020-08-17,-0.02526313380191203,-0.00776301901441423,-0.01230843088848943,0.08515467994281245,0.022707179629269048,-0.00854175685551628,0.0019110300384839185,0.01325854381953806,-0.07273949748081443,0.0020832815931923765
2020-08-18,0.03887685181199152,0.02841259487262393,-0.018364698338047436,-0.021528069062198063,0.0729526746549447,0.039025624593098884,0.02193468460383996,0.03820439276287457,-0.04398832416084453,-0.004158000242086568
2020-08-19,-0.01871105065666223,-0.016549955857959375,0.03541206819895337,0.010291236639617729,-0.02526199005205665,-0.01628744528528281,0.004448292750027116,0.021189829907319657,0.03067479122377481,-0.0020876309236564916
2020-08-20,-0.023305013043820377,0.010314204538395044,-0.027102742054567752,0.03863711036408923,0.0013785287132479507,0.016456827372266725,0.003499550647792171,-0.012161851571360627,-0.03385423992150938,0.010460190732859864
2020-08-21,0.09110630458350144,-0.011820770461755448,0.023214619216880505,0.013527264070093858,-0.03221360624383607,-0.0019251425709860825,-0.00901155275355614,0.03556667227305965,-0.020407896364699973,-0.016563131463710468
2020-08-24,-0.03180920826549305,0.009855208999667298,0.03305983469641305,-0.01134463522773943,0.018776666252096508,-0.006478665474715206,0.006944695238569443,-0.007808382649897916,0.08451243217390147,0.008421044600637417
