,count,mean,std,min,25%,50%,75%,max
beta_hat,981.0,1.8276136880625358,0.28751960563734535,0.9703580061821453,1.6746615266112364,1.8313409470581286,2.013833609475622,2.4291538749660964
alpha_hat,981.0,-0.0001020422128700271,0.0011179676224809642,-0.0036533569646855705,-0.0007535531131270676,-0.00015089254787712671,0.0005563340368106538,0.002995489565372932
r_squared,981.0,0.45887856679357025,0.12379413603926524,0.18590657890656137,0.380042720639471,0.42690490712119233,0.5318708829793442,0.7412810011052658
residual_std,981.0,0.01875660684652435,0.002925249774075755,0.014036161712768763,0.016860203179714484,0.018151408328444505,0.019926452999878972,0.030051060573899804
