date,previous_date,portfolio_value,base_var_return,base_var_dollar,marginal_var_GME,marginal_var_dollar_GME,var_change_1pct_GME,var_change_1pct_dollar_GME,marginal_var_DKS,marginal_var_dollar_DKS,var_change_1pct_DKS,var_change_1pct_dollar_DKS
2022-12-30,2022-12-29,7679143.353085926,0.0507425157059793,389659.0522024291,0.030069750975288134,230909.92833083292,0.00030069750975288134,2309.099283308329,-0.03618600197329083,-277877.4965279505,-0.0003618600197329083,-2778.774965279505
2023-01-03,2022-12-30,7734616.3404145995,0.050190445812501094,388203.8423140645,-0.03344541184590391,-258687.4289752244,-0.0003344541184590391,-2586.874289752244,-0.004054919683035146,-31363.248039472433,-4.0549196830351464e-05,-313.6324803947243
2023-01-04,2023-01-03,7628441.59779021,0.0506729297381496,386555.48509640095,-0.03411762999302945,-260264.34785684073,-0.00034117629993029447,-2602.6434785684073,-0.04257424930285969,-324775.1743766257,-0.0004257424930285969,-3247.751743766257
2023-01-05,2023-01-04,8097237.69264383,0.05081738556489134,411480.4498376526,-0.025884653100051447,-209594.18874274654,-0.00025884653100051447,-2095.941887427465,-0.04276063625610477,-346243.03565436386,-0.00042760636256104767,-3462.4303565436385
2023-01-06,2023-01-05,8006826.994138036,0.050585670194668086,405030.7096312323,-0.010296218730564827,-82440.04206943611,-0.00010296218730564827,-824.4004206943612,-0.04264039542617726,-341414.2691390361,-0.0004264039542617726,-3414.142691390361
2023-01-09,2023-01-06,8163808.782071837,0.05062802811393887,413317.540535554,-0.010682540557317016,-87210.21841666324,-0.00010682540557317016,-872.1021841666324,-0.04272439182243376,-348793.76516866294,-0.0004272439182243376,-3487.937651686629
2023-01-10,2023-01-09,8182564.219233433,0.050470406634793366,412977.34346002183,-0.016251999234184744,-132983.02742464925,-0.00016251999234184744,-1329.8302742464923,-0.04253897842831367,-348077.92281026224,-0.0004253897842831367,-3480.7792281026227
2023-01-11,2023-01-10,8458721.028625637,0.05040418907393291,426354.9740504989,-0.03331579801827064,-281809.04128259025,-0.0003331579801827064,-2818.090412825902,0.0008152295875675508,6895.799655515448,8.152295875675508e-06,68.95799655515448
2023-01-12,2023-01-11,8749695.678655498,0.050492300866900756,441792.2667004948,-0.03350593280231767,-293166.71544976044,-0.00033505932802317673,-2931.6671544976043,0.0028802934824538606,25201.69143668614,2.8802934824538606e-05,252.01691436686139
2023-01-13,2023-01-12,8983952.662185391,0.04933999401837053,443268.1706135512,0.019339041739932505,173741.03552358103,0.00019339041739932505,1737.4103552358104,-0.020764526772217018,-186547.5255742789,-0.00020764526772217018,-1865.4752557427892
2023-01-17,2023-01-13,9030271.070497906,0.04920002781410407,444289.5878373963,-0.007933701382142194,-71643.4740731279,-7.933701382142194e-05,-716.434740731279,-0.029872018284962665,-269752.4225360828,-0.00029872018284962665,-2697.524225360828
2023-01-18,2023-01-17,9103856.110745644,0.04908075045321692,446824.0899335009,0.017556383693951433,159830.79097477495,0.00017556383693951433,1598.3079097477494,-0.01690303101794799,-153882.76222286897,-0.0001690303101794799,-1538.8276222286897
2023-01-19,2023-01-18,8937983.511601796,0.04877659817626138,435964.43025145045,0.017841678111114173,159468.62477644515,0.00017841678111114173,1594.6862477644515,-0.0163119833869442,-145796.2385540297,-0.000163119833869442,-1457.962385540297
2023-01-20,2023-01-19,8659961.071111618,0.04837400802932233,418917.02638757223,0.01819177654068943,157540.07665673204,0.0001819177654068943,1575.4007665673205,-0.015843185712466346,-137201.37151235034,-0.00015843185712466346,-1372.0137151235033
2023-01-23,2023-01-20,8955409.588080833,0.049066491133951555,439410.5251544729,-0.045771515859932554,-409902.6719930339,-0.00045771515859932554,-4099.026719930339,-0.019653100098509374,-176001.56105770322,-0.00019653100098509374,-1760.015610577032
2023-01-24,2023-01-23,9497439.866007164,0.05034060873074372,478106.9042384337,0.014770928603213135,140286.00617410193,0.00014770928603213135,1402.8600617410195,-0.021009846774572988,-199539.75633553154,-0.00021009846774572988,-1995.3975633553152
2023-01-25,2023-01-24,9320744.96806209,0.04973255350417578,463544.44782292505,0.015440578046704845,143917.69013279415,0.00015440578046704845,1439.1769013279416,-0.02035821988989467,-189753.77559743728,-0.0002035821988989467,-1897.5377559743729
2023-01-26,2023-01-25,9306644.197444541,0.049564067064437285,461275.1371469974,0.015551588211705492,144733.09819151583,0.00015551588211705492,1447.3309819151584,-0.02016506868580681,-187669.11947583457,-0.00020165068685806808,-1876.6911947583455
2023-01-27,2023-01-26,9321334.853814503,0.04952131572190688,461604.7662453627,0.015581938418110508,145244.4656667247,0.00015581938418110508,1452.444656667247,-0.020126906332628564,-187609.63349779046,-0.00020126906332628564,-1876.0963349779047
2023-01-30,2023-01-27,9697526.210146612,0.05092851330773296,493880.5926455409,0.01551555215588904,150462.47369663074,0.0001551555215588904,1504.6247369663072,-0.018606849010253945,-180440.40596517816,-0.00018606849010253945,-1804.4040596517816
2023-01-31,2023-01-30,9529689.652963664,0.051420040909475336,490017.0318099954,0.018403989247085806,175384.30590120814,0.00018403989247085806,1753.8430590120815,-0.022921022760261783,-218430.23343381137,-0.00022921022760261783,-2184.3023343381137
2023-02-01,2023-01-31,9807043.991302852,0.05152215008212816,505279.9923819387,0.018293367214634176,179403.85702297467,0.00018293367214634176,1794.0385702297467,-0.023041353123469388,-225967.56370100766,-0.00023041353123469388,-2259.6756370100766
2023-02-02,2023-02-01,10333189.129155876,0.051607156956885045,533266.5132535256,0.03075918964666885,317840.52407860255,0.0003075918964666885,3178.4052407860254,-0.045063291353057006,-465647.51233339263,-0.00045063291353057006,-4656.475123333927
2023-02-03,2023-02-02,10734308.710603993,0.05183250394012585,556386.0985369087,0.02943810526374116,315997.709756254,0.0002943810526374116,3159.97709756254,-0.04506372071688136,-483727.88982344524,-0.0004506372071688136,-4837.278898234453
2023-02-06,2023-02-03,10532291.013944175,0.05124080592356489,539683.07977602,0.030362811233532877,319789.96391302155,0.00030362811233532877,3197.8996391302157,-0.03094793423542852,-325952.6496479391,-0.0003094793423542852,-3259.526496479391
2023-02-07,2023-02-06,10406926.583571132,0.05061394381995232,526735.5974392376,0.02291800513923789,238505.99692595462,0.0002291800513923789,2385.0599692595465,-0.02117748213094628,-220392.50176164747,-0.0002117748213094628,-2203.9250176164746
2023-02-08,2023-02-07,10331904.8677316,0.050292595014832284,519618.3072445996,0.023058264878128565,238235.7991357811,0.00023058264878128565,2382.357991357811,-0.020821193287797607,-215122.58828217658,-0.00020821193287797607,-2151.225882821766
2023-02-09,2023-02-08,10158150.143698283,0.0506962420940079,514980.0389122093,0.02264329480114874,230013.98833809164,0.0002264329480114874,2300.139883380916,-0.02127975387073988,-216162.9348399204,-0.00021279753870739881,-2161.629348399204
2023-02-10,2023-02-09,9765623.456244012,0.049749798010878275,485837.7943984346,0.023607809007650943,230544.97339564472,0.00023607809007650943,2305.4497339564473,-0.020265637248025742,-197906.58246505255,-0.00020265637248025742,-1979.0658246505254
2023-02-13,2023-02-10,9488840.046829449,0.04909994849040504,465901.5575330185,0.024321981085344974,230787.38814084977,0.00024321981085344974,2307.8738814084977,-0.019593068883442394,-185915.49666149614,-0.00019593068883442394,-1859.1549666149615
2023-02-14,2023-02-13,9633362.520505086,0.049222659064814885,474179.7189945876,0.02420184898252603,233145.18491519042,0.0002420184898252603,2331.451849151904,-0.019703495086404593,-189810.91108832613,-0.00019703495086404593,-1898.109110883261
2023-02-15,2023-02-14,9675624.151893891,0.049091410391345826,474990.03603304044,0.02407708513834303,232960.8264717573,0.0002407708513834303,2329.608264717573,-0.019530630697665863,-188971.04208005607,-0.00019530630697665863,-1889.7104208005605
2023-02-16,2023-02-15,10114137.057224695,0.05031753985362247,508918.49446190346,0.02311971678884278,233835.9843265747,0.0002311971678884278,2338.359843265747,-0.020849892916339346,-210878.67458431443,-0.00020849892916339346,-2108.786745843144
2023-02-17,2023-02-16,9979148.65134021,0.049877060972053064,497730.6057320768,0.020363091328082228,203206.3153637493,0.00020363091328082228,2032.063153637493,-0.020353324461421657,-203108.85034948564,-0.00020353324461421657,-2031.0885034948565
